iter	Logloss
304	0.3099785411
305	0.3098489833
306	0.3096203638
307	0.309150759
308	0.308930934
309	0.3086509242
310	0.3082974649
311	0.3077299325
312	0.3074020421
313	0.3067223379
314	0.306313983
315	0.3057852651
316	0.305367952
317	0.3048498504
318	0.3045534989
319	0.3042366903
320	0.3038353616
321	0.3036076135
322	0.3032500185
323	0.3029099119
324	0.3027799361
325	0.3024350937
326	0.3023739765
327	0.3019520561
328	0.3015095678
329	0.3010664667
330	0.3006335927
331	0.300264996
332	0.2999079233
333	0.2997102625
334	0.2990896657
335	0.298623068
336	0.298139922
337	0.2978865887
338	0.2975783439
339	0.2973675776
340	0.296966521
341	0.2963676135
342	0.2960941455
343	0.295865088
344	0.2954143162
345	0.2951114229
346	0.2947504095
347	0.2940631641
348	0.2936983124
349	0.293404896
350	0.2930255607
351	0.2927298515
352	0.2922177539
353	0.2918167567
354	0.2914405468
355	0.2910433004
356	0.2906636977
357	0.290079006
358	0.2899672643
359	0.2894999272
360	0.2889288867
361	0.288564067
362	0.2883145724
363	0.2878548909
364	0.2877011602
365	0.2875289369
366	0.2872070571
367	0.2866353918
368	0.2864282936
369	0.2860173106
370	0.285769691
371	0.2853378696
372	0.2852163629
373	0.2849332933
374	0.2846385884
375	0.2842068514
376	0.2839431224
377	0.2837625252
378	0.283517605
379	0.2832652534
380	0.2829721633
381	0.2827133932
382	0.2823148246
383	0.2819989013
384	0.2815191617
385	0.2813035081
386	0.2808373159
387	0.2806861262
388	0.2802799582
389	0.2798425497
390	0.2795982957
391	0.2794022575
392	0.2792643892
393	0.2788412521
394	0.27830476
395	0.2780885867
396	0.2774210714
397	0.2770963811
398	0.2768356687
399	0.2765535672
400	0.2761917091
401	0.2759828313
402	0.2758982664
403	0.2756476039
404	0.2751203599
405	0.2748958079
406	0.2744017399
407	0.2741016122
408	0.2737409908
409	0.2735660177
410	0.2732396327
411	0.2729689345
412	0.2725967891
413	0.2723680016
414	0.2721408662
415	0.2720560764
416	0.2718636854
417	0.2716521907
418	0.2714963144
419	0.2711880268
420	0.2706895175
421	0.2703634747
422	0.2701658195
423	0.269909803
424	0.269701199
425	0.269245084
426	0.2691227355
427	0.2689049635
428	0.2684981292
429	0.2683013269
430	0.2680267881
431	0.2677868907
432	0.2676388549
433	0.2673064844
434	0.266913577
435	0.266756759
436	0.2665690009
437	0.2663538756
438	0.2662047022
439	0.2660379565
440	0.2656334942
441	0.2654694758
442	0.2651350321
443	0.26490522
444	0.2646205991
445	0.2643027435
446	0.2641367831
447	0.263823253
448	0.2635521116
449	0.2632767512
450	0.2629538775
451	0.2626084456
452	0.2622362155
453	0.262075597
454	0.2616483394
455	0.2613890492
456	0.2610925427
457	0.2610400511
458	0.2607817343
459	0.2604979106
460	0.260128558
461	0.2598848069
462	0.2595413875
463	0.2591238968
464	0.2588093304
465	0.258468998
466	0.2581964725
467	0.2580177186
468	0.2577595589
469	0.2574955947
470	0.2573189334
471	0.2570689435
472	0.25684591
473	0.2565647187
474	0.2563221383
475	0.2559433644
476	0.2556518269
477	0.2553607064
478	0.2547877591
479	0.2545932707
480	0.254342196
481	0.2539741927
482	0.2536597151
483	0.2535024671
484	0.2531378441
485	0.2530110004
486	0.2528276056
487	0.2525439374
488	0.252140558
489	0.2520293419
490	0.2517464603
491	0.2514530115
492	0.2513126825
493	0.2511696129
494	0.2509579823
495	0.2506212026
496	0.2501827847
497	0.2498504393
498	0.2497318435
499	0.2495899756
500	0.2490429837
501	0.2487852152
502	0.248642314
503	0.2481091982
504	0.2477890247
505	0.2475535053
506	0.247414856
507	0.247175881
508	0.2465683542
509	0.2464168223
510	0.2461629531
511	0.2458258056
512	0.2456238487
513	0.2454283298
514	0.244970707
515	0.2446760847
516	0.2444437503
517	0.2442559914
518	0.2441254437
519	0.2438562257
520	0.2436102019
521	0.2435415669
522	0.2435060576
523	0.2433594178
524	0.2431101594
525	0.2429073754
526	0.2426442198
527	0.2423662045
528	0.2420580986
529	0.2418401723
530	0.2416313412
531	0.2415594306
532	0.2412425657
533	0.2410068301
534	0.2407926181
535	0.2406408435
536	0.2405639859
537	0.2404369211
538	0.2400675801
539	0.239867964
540	0.2396915896
541	0.239414498
542	0.2392294451
543	0.238970281
544	0.2387759953
545	0.2382899766
546	0.2380331619
547	0.2377713596
548	0.2375972225
549	0.2375258228
550	0.2370015934
551	0.236860905
552	0.2367044065
553	0.2365223093
554	0.2362163448
555	0.2359425339
556	0.2356812299
557	0.235514723
558	0.2353533329
559	0.235112925
560	0.2349633902
561	0.2348771866
562	0.2346810465
563	0.2343280033
564	0.2340277784
565	0.2338126691
566	0.2334803437
567	0.2332615375
568	0.23309557
569	0.2328222865
570	0.2326603305
571	0.2325569659
572	0.2324368246
573	0.2321503231
574	0.2320322636
575	0.2318216664
576	0.2315106708
577	0.2312201269
578	0.2308738068
579	0.230609599
580	0.2302274917
581	0.2301130208
582	0.2299524367
583	0.2298560745
584	0.229628934
585	0.2293777141
586	0.2290423195
587	0.2289975487
588	0.228774831
589	0.228558879
590	0.2281366637
591	0.2280014411
592	0.2276824344
593	0.2273931489
594	0.2272704773
595	0.2270007887
596	0.2268424047
597	0.2266189439
598	0.2262917604
599	0.2260084187
600	0.2258870793
601	0.2257065637
602	0.2252810194
603	0.2251727024
604	0.225097325
605	0.2248488478
606	0.2245687314
607	0.2243317727
608	0.2241000609
609	0.2238589464
610	0.2237042408
611	0.2234905099
612	0.2231334725
613	0.2230572239
614	0.2226682408
615	0.2224454303
616	0.2221062115
617	0.2218338791
618	0.2216294616
619	0.2214835387
620	0.2211893887
621	0.2208536975
622	0.2207619826
623	0.2206397355
624	0.2205342225
625	0.2204286075
626	0.2201732985
627	0.2200609664
628	0.2198860059
629	0.219721218
630	0.2193146238
631	0.2190429234
632	0.2185882993
633	0.2183720151
634	0.2181853112
635	0.2179279274
636	0.217652272
637	0.2174623904
638	0.2173498114
639	0.2172827177
640	0.2171185575
641	0.2168614423
642	0.2166057231
643	0.2164415907
644	0.2162254768
645	0.2161037681
646	0.2159407051
647	0.215776843
648	0.2155862314
649	0.2152722549
650	0.2150840769
651	0.2149133294
652	0.2148072868
653	0.2146072058
654	0.2144376684
655	0.2141906301
656	0.2140131277
657	0.2137657122
658	0.2134363898
659	0.2133512912
660	0.2130473352
661	0.2127652894
662	0.2126013636
663	0.2124688474
664	0.2121627126
665	0.2119982754
666	0.2118134467
667	0.2115538491
668	0.2114289199
669	0.2113515814
670	0.2110591801
671	0.2107839308
672	0.2106500899
673	0.2103895118
674	0.2102145311
675	0.2099684726
676	0.2095414613
677	0.2094783017
678	0.2091592172
679	0.2089681422
680	0.2086971923
681	0.2086321131
682	0.2083510735
683	0.2082270386
684	0.2078475588
685	0.2076798326
686	0.207467628
687	0.2074222387
688	0.2073688854
689	0.2072123087
690	0.2070889945
691	0.2067454266
692	0.2066163569
693	0.2063498429
694	0.2059179565
695	0.2057211521
696	0.2053143496
697	0.2051604647
698	0.2048623197
699	0.2046388069
700	0.2045098226
701	0.2044127802
702	0.2042139445
703	0.2041346322
704	0.2038081554
705	0.2036249671
706	0.2034621274
707	0.2033150242
708	0.2030674983
709	0.2029070012
710	0.2027941895
711	0.2026014983
712	0.2024784144
713	0.2022443802
714	0.202037374
715	0.2017758856
716	0.2014996287
717	0.2013189839
718	0.2011447839
719	0.2010521779
720	0.2008395666
721	0.2006147074
722	0.2004809875
723	0.2002198281
724	0.1999784919
725	0.1999156505
726	0.1997219144
727	0.1994920358
728	0.1992475349
729	0.1991268929
730	0.1989184724
731	0.1986932774
732	0.1983716516
733	0.1981937474
734	0.1981522445
735	0.1980902023
736	0.1977562838
737	0.1975000968
738	0.1974243751
739	0.1970511367
740	0.196718373
741	0.1965888256
742	0.1963974014
743	0.1961832519
744	0.196090829
745	0.1959753674
746	0.1958505087
747	0.1957128275
748	0.1955467341
749	0.1953650327
750	0.1951960626
751	0.1949062526
752	0.1947332308
753	0.1946075643
754	0.1944127172
755	0.1941846808
756	0.1939604708
757	0.1938387527
758	0.1936781533
759	0.1933131619
760	0.193080312
761	0.1928474735
762	0.1927369305
763	0.1925009792
764	0.1923787312
765	0.1922887767
766	0.1919537131
767	0.1918062719
768	0.1915942487
769	0.1915467722
770	0.1913677344
771	0.191177315
772	0.1910292426
773	0.190799691
774	0.1905017487
775	0.1903439476
776	0.1901957682
777	0.1900169953
778	0.1899108431
779	0.1896585817
780	0.1895337439
781	0.1892056686
782	0.1888851994
783	0.1888251166
784	0.1885473619
785	0.1883318133
786	0.1881057235
787	0.187816419
788	0.1874821714
789	0.187382485
790	0.1872858585
791	0.1871905212
792	0.1869710051
793	0.1867468056
794	0.186598834
795	0.1865593434
796	0.1862525305
797	0.1859758813
798	0.1858346884
799	0.1856706814
800	0.1855064097
801	0.1853063781
802	0.1852723689
803	0.1852347117
804	0.1850485687
805	0.1848880588
806	0.1847996731
807	0.1846849127
808	0.1844489724
809	0.1841219847
810	0.1838786375
811	0.1836543826
812	0.1835116732
813	0.1834371022
814	0.1832653588
815	0.1831582282
816	0.1830373309
817	0.1829470944
818	0.1827364356
819	0.182548855
820	0.1824483821
821	0.1823070764
822	0.1821618477
823	0.1819557662
824	0.1818142898
825	0.1816429769
826	0.18143709
827	0.1813434137
828	0.1812956116
829	0.181221866
830	0.1811367955
831	0.1809389881
832	0.1807038649
833	0.1805253204
834	0.1804801058
835	0.1802508984
836	0.1800310364
837	0.1799111991
838	0.1797620931
839	0.1794878704
840	0.1793425613
841	0.1790721406
842	0.1789511626
843	0.1787605647
844	0.1785938698
845	0.1784035091
846	0.1781862318
847	0.1780042015
848	0.1777341765
849	0.1776043493
850	0.1774284547
851	0.1773343886
852	0.1772818315
853	0.1771868947
854	0.1768251952
855	0.1766781126
856	0.1765541823
857	0.1763911242
858	0.1762001272
859	0.1760727224
860	0.1760074161
861	0.1758197536
862	0.1755629898
863	0.1754523915
864	0.1753060722
865	0.175122757
866	0.1751114545
867	0.1749222217
868	0.174888239
869	0.1748110896
870	0.1746132063
871	0.1744818829
872	0.1741955256
873	0.1740503276
874	0.1738169014
875	0.1736130671
876	0.1734737801
877	0.1733117603
878	0.1730970723
879	0.1729155676
880	0.1727148904
881	0.1725967243
882	0.1724495769
883	0.1722531399
884	0.1720784742
885	0.1718808678
886	0.1717661426
887	0.1715368088
888	0.1714864545
889	0.1713195091
890	0.1711380472
891	0.1710318942
892	0.1708127323
893	0.1707402452
894	0.1704741292
895	0.1702552036
896	0.1700611084
897	0.170000913
898	0.1698737437
899	0.1696986474
900	0.1695958996
901	0.1693971941
902	0.16907061
903	0.1688701959
904	0.1686759253
905	0.1685736905
906	0.1684067368
907	0.1682490105
908	0.1680753446
909	0.1679929227
910	0.167881215
911	0.1678000237
912	0.1676009784
913	0.1675392416
914	0.1674624695
915	0.1673849545
916	0.167106991
917	0.1668925246
918	0.1667798907
919	0.166664705
920	0.1665706855
921	0.16635941
922	0.1663316777
923	0.1661685162
924	0.1660585346
925	0.1659329849
926	0.1657721998
927	0.165616897
928	0.1655011991
929	0.1653272237
930	0.1651792599
931	0.1649900621
932	0.1648635084
933	0.1646770132
934	0.1644552052
935	0.1644043064
936	0.1642098665
937	0.1642043942
938	0.1641049675
939	0.1639521391
940	0.163868132
941	0.1637511005
942	0.1635501804
943	0.1633244134
944	0.1632387792
945	0.1630858354
946	0.162994209
947	0.1627188096
948	0.1625052856
949	0.1622158368
950	0.1621294566
951	0.1619579723
952	0.1617395176
953	0.1615793954
954	0.1613524453
955	0.1612732463
956	0.1611004533
957	0.1609391726
958	0.1608560551
959	0.1607030842
960	0.1605960319
961	0.1604807449
962	0.1601721896
963	0.1598690816
964	0.1597352194
965	0.1596741115
966	0.159563152
967	0.1593310609
968	0.1590988676
969	0.1588069037
970	0.1587367893
971	0.1586061486
972	0.1583514877
973	0.1581682687
974	0.1580813904
975	0.157858486
976	0.1577533831
977	0.1576246854
978	0.1574749305
979	0.1573065436
980	0.1572416333
981	0.1571284971
982	0.1570169545
983	0.1569210667
984	0.1568069794
985	0.1566739666
986	0.156528619
987	0.1564747598
988	0.1563429633
989	0.1562381144
990	0.1560931604
991	0.1559675506
992	0.1557873526
993	0.1556005109
994	0.1553933991
995	0.1551207331
996	0.1550032004
997	0.154818481
998	0.1547632325
999	0.1545866968
